Game,Set,Card Number,Card Name,Energy,Might,Domain,Card Type,Tags,Ability,Rarity,Artist,Image URL
Riftbound,Origins,OGN-221/298,Imperial Decree,5,,Order,Spell,,"[Action] (Play on your turn or in showdowns.)When any unit takes damage this turn, kill it.",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fc6ab617f1ce20c82ed76dc6446d42d416c08b34-744x1039.png
Riftbound,Origins,OGN-222/298,Noxian Drummer,3,3,Order,Unit,"Trifarian, Noxus","When I move to a battlefield, play a 1 Might Recruit unit token here. (It is also at the battlefield.)",Uncommon,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/45a69adf92b6951c8c8fa974273c22aade312068-744x1039.png
Riftbound,Origins,OGN-223/298,Peak Guardian,6,5,Order,Unit,Mount Targon,"When you play me, buff me. Then, if I am at a battlefield, buff all other friendly units there. (To buff a unit, give it a +1 Might buff if it doesn't already have one.)",Uncommon,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bb56433bc032fd31a957923c43babc48b66db24c-744x1039.png
Riftbound,Origins,OGN-224/298,Salvage,2,,Order,Spell,,[Action] (Play on your turn or in showdowns.)You may kill a gear. Draw 1.,Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9bdbac358e7c9415c1354b6d1f6888dcf9c5519b-744x1039.png
Riftbound,Origins,OGN-225/298,Solari Chief,5,4,Order,Unit,Mount Targon,"When you play me, choose an enemy unit. If it is stunned, kill it. Otherwise, stun it. (It doesn't deal combat damage this turn.)",Uncommon,JiHun Lee,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/02fd791fdaa7d1c63221655e889fb412de103ca2-744x1039.png
Riftbound,Origins,OGN-226/298,Spectral Matron,4,4,Order,Unit,"Spirit, Shadow Isles","When you play me, you may play a unit costing no more than 3 Energy and no more than Rune Rainbow from your trash, ignoring its cost.",Uncommon,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c8aebd03c8722d485ebfc38774488778c756ff5c-744x1039.png
Riftbound,Origins,OGN-227/298,Symbol of the Solari,1,,Order,Gear,,"If a combat where you are the attacker ends in a tie, recall ALL units instead. (Send them to base. This isn't a move. Ties are calculated after combat damage is dealt.)",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d4f746c396df48623ef8a4df763b5deb47f59339-744x1039.png
Riftbound,Origins,OGN-228/298,Vanguard Helm,2,,Order,Gear,,"When a buffed friendly unit dies, buff another friendly unit. (If it doesn't have a buff, it gets a +1 Might buff.)",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9718c666cbf789a572760c826d0a06b26b787ae5-744x1039.png
Riftbound,Origins,OGN-229/298,Vengeance,4,,Order,Spell,,Kill a unit.,Uncommon,Max Grecke,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a21e2ffee47ecdd1575bf48edb8c2a84722cc6b9-744x1039.png
Riftbound,Origins,OGN-230/298,Albus Ferros,4,3,Order,Unit,Piltover,"When you play me, spend any number of buffs. For each buff spent, channel 1 rune exhausted.",Rare,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ec0be8d2a79196b689fccf9ee42ce8baa7e9c35e-744x1039.png
Riftbound,Origins,OGN-231/298,Commander Ledros,6,8,Order,Unit,"Spirit, Shadow Isles","As you play me, you may kill any number of friendly units as an additional cost. Reduce my cost by Rune Order for each killed this way.[Deflect] (Opponents must pay Rune Rainbow to choose me with a spell or ability.)[Ganking] (I can move from battlefield to battlefield.)",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1183be5effc6275f17da09b983feb36632752af4-744x1039.png
Riftbound,Origins,OGN-232/298,"Fiora, Victorious",4,4,Order,Champion Unit,"Fiora, Demacia","While I'm [Mighty], I have [Deflect], [Ganking], and [Shield]. (I'm Mighty while I have 5+ Might.)",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/24d4d1997e6a5b145412e402fc69399d590ecda0-744x1039.png
Riftbound,Origins,OGN-233/298,Grand Strategem,6,,Order,Spell,,[Action] (Play on your turn or in showdowns.)Give friendly units +5 Might this turn.,Rare,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bda7514aefa94ac3f368690cdd2d0f955d44c089-744x1039.png
Riftbound,Origins,OGN-234/298,Harnessed Dragon,8,6,Order,Unit,"Dragon, Demacia","When you play me, kill an enemy unit.",Rare,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/00bc15bc1c2f5b8e6d1713819998df1c04864dcb-744x1039.png
Riftbound,Origins,OGN-235/298,"Karma, Channeler",6,6,Order,Champion Unit,"Vi, Ionia","[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)When you recycle one or more cards, buff a friendly unit. (If it doesn't have a buff, it gets a +1 Might buff. Runes aren't cards.)",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/aca8664b334f2fa40cc7bae2811dd4e1b4f06388-744x1039.png
Riftbound,Origins,OGN-236/298,"Karthus, Eternal",3,3,Order,Champion Unit,"Spirit, Karthus, Shadow Isles",Your [Deathknell] effects trigger an additional time.,Rare,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/df3497ce6a602da554813340f572240675c7f0e2-744x1039.png
Riftbound,Origins,OGN-237/298,King's Edict,6,,Order,Spell,,"Starting with the next player, each other player chooses a unit you don't control that hasn't been chosen for this spell. Kill those units.",Rare,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ec1b8b98e1ca7a34939322883309c71605bb8bc5-744x1039.png
Riftbound,Origins,OGN-238/298,"Leona, Determined",4,4,Order,Champion Unit,"Leona, Mount Targon","[Shield] (+1 Might while I'm a defender.)When I attack, stun an enemy unit here. (It doesn't deal combat damage this turn.)",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/39a1e121031cfb4bdb009b071ed5d70411966cd9-744x1039.png
Riftbound,Origins,OGN-238a/298,"Leona, Determined",4,4,Order,Champion Unit,"Leona, Mount Targon","[Shield] (+1 Might while I'm a defender.)When I attack, stun an enemy unit here. (It doesn't deal combat damage this turn.)",Showcase,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1ed0250f1d3bbbbde49b3ce1fc2e744e4da64baa-744x1039.png
Riftbound,Origins,OGN-239/298,Machine Evangel,5,4,Order,Unit,Piltover,"[Deathknell] — Play three 1 Might Recruit unit tokens into your base. (When I die, get the effect.)",Rare,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ad15d4ff89548e83dcede9b209b12233652cf3a1-744x1039.png
Riftbound,Origins,OGN-240/298,"Sett, Kingpin",4,5,Order,Champion Unit,"Sett, Ionia",[Tank] (I must be assigned combat damage first.)I get +1 Might for each buffed friendly unit at my battlefield.,Rare,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bd43f1dcef824b66f1af994b59b961fc3705f9c3-744x1039.png
Riftbound,Origins,OGN-240a/298,"Sett, Kingpin",4,5,Order,Champion Unit,"Sett, Ionia",[Tank] (I must be assigned combat damage first.)I get +1 Might for each buffed friendly unit at my battlefield.,Showcase,Wild Rift Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/010bbd89c60c57dc508f6b22201d31bb188f84d6-744x1039.png
Riftbound,Origins,OGN-241/298,"Shen, Kinkou",3,3,Order,Champion Unit,"Shen, Ionia","[Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.)[Shield 2] (+2 Might while I'm a defender.)[Tank] (I must be assigned combat damage first.)",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/25f3a9fa33201278ebf475b2d02dae8c0c0cb20c-744x1039.png
Riftbound,Origins,OGN-242/298,Baited Hook,3,,Order,Gear,,"1 EnergyRune Order, Exhaust: Kill a friendly unit. Look at the top 5 cards of your Main Deck. You may play a unit from among them that has Might up to 1 more than the killed unit, ignoring its cost. Then recycle the rest.",Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7b4e6a1e32878a7d5fe4e40869c83e47ea08de7c-744x1039.png
Riftbound,Origins,OGN-243/298,"Darius, Executioner",6,6,Order,Champion Unit,"Trifarian, Darius, Noxus","[Legion] — When you play me, ready me. (Get the effect if you've played another card this turn)Other friendly units have +1 Might here.",Epic,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7b71cf13a07074a6eccbe88ae6c74133d989cb68-744x1039.png
Riftbound,Origins,OGN-243a/298,"Darius, Executioner",6,6,Order,Champion Unit,"Trifarian, Darius, Noxus","[Legion] — When you play me, ready me. (Get the effect if you've played another card this turn)Other friendly units have +1 Might here.",Showcase,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/76a697f29d4fc3cd9a5e9a0ce79f229d26bc0c90-744x1039.png
Riftbound,Origins,OGN-244/298,Divine Judgment,7,,Order,Spell,,"Each player chooses 2 units, 2 gear, 2 runes, and 2 cards in their hands. Recycle the rest.",Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/995778eea2e24fdc62ade38c2baa25b9f1e6ab79-744x1039.png
Riftbound,Origins,OGN-245/298,Seal of Unity,0,,Order,Gear,,Exhaust: [Reaction] — [Add] Rune Order. (Abilities that add resources can't be reacted to.),Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e6fbd41d69bc0d235ea7993d2e9fa74e75e17dff-744x1039.png
Riftbound,Origins,OGN-246/298,"Viktor, Leader",4,4,Order,Champion Unit,"Viktor, Zaun","When another non-Recruit unit you control dies, play a 1 Might Recruit unit token into your base.",Epic,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ab390d6d074c3f07abba000cc166faa1796ec464-744x1039.png
Riftbound,Origins,OGN-246a/298,"Viktor, Leader",4,4,Order,Champion Unit,"Viktor, Zaun","When another non-Recruit unit you control dies, play a 1 Might Recruit unit token into your base.",Showcase,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/19b66f8eccd6d6e9d41048f73e44660f1cf77068-744x1039.png
Riftbound,Origins,OGN-247/298,Daughter of the Void,,,Fury,Legend,Kai'Sa,Exhaust: [Reaction] — [Add] Rune Rainbow. Use only to play spells. (Abilities that add resources can't be reacted to.),Rare,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3ea826277086945a2cdfda4e41b771075aa8b15b-744x1039.png
Riftbound,Origins,OGN-248/298,Icathian Rain,7,,Fury,Signature Spell,Kai'Sa,Do this 6 times:Deal 2 to a unit. (You can choose different units.),Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8df37f633d3da734f3f2d85808a7cb9eadec1b04-744x1039.png
Riftbound,Origins,OGN-249/298,Relentless Storm,,,Fury,Legend,Volibear,"When you play a [Mighty] unit, you may exhaust me to channel 1 rune exhausted. (A unit is Mighty while it has 5+ Might.)",Rare,Grafit Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8ef9c1827ccbba313d4591275e831854afffa5b1-744x1039.png
Riftbound,Origins,OGN-250/298,Stormbringer,6,,Fury,Signature Spell,Volibear,"Choose a friendly unit in your base. Deal damage equal to its Might to all enemy units at a battlefield, then move your unit there.",Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d86c4137cc7f77f103cd7d6228125df8cb9a54e1-744x1039.png
Riftbound,Origins,OGN-251/298,Loose Cannon,,,Fury,Legend,Jinx,"At start of your Beginning Phase, draw 1 if you have one or fewer cards in your hand.",Rare,Sugar Free,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f57c14381b126e9f5a7b5bc4913151cb24c14fc3-744x1039.png
Riftbound,Origins,OGN-252/298,Super Mega Death Rocket!,4,,Fury,Signature Spell,Jinx,"Deal 5 to a unit.When you conquer, you may discard 1 to return this from your trash to your hand.",Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/95d6fd4d7944e759cfe7ee5e208fa329b719333b-744x1039.png
Riftbound,Origins,OGN-253/298,Hand of Noxus,,,Fury,Legend,Darius,"Exhaust: [Reaction], [Legion] — [Add] 1 Energy. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5b9a904048b7fb936377844ec2d31564b7fedf81-744x1039.png
Riftbound,Origins,OGN-254/298,Noxian Guillotine,4,,Fury,Signature Spell,Darius,[Action]_ (Play on your turn or in showdowns.)_Choose a unit. Kill it the next time it takes damage this turn.[Legion] — Kill it now instead. (Get the effect if you've played another card this turn.),Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/57f646b0393b58b657cfabf66357d9fc4a34e046-744x1039.png
Riftbound,Origins,OGN-255/298,Nine-Tailed Fox,,,Calm,Legend,Ahri,"When an enemy unit attacks a battlefield you control, give it -1 Might this turn, to a minimum of 1 Might.",Rare,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/56457c7986d3f140b7123a988149cc30a83493a7-744x1039.png
Riftbound,Origins,OGN-256/298,Fox-Fire,3,,Calm,Signature Spell,Ahri,[Hidden] (Hide now for Rune Rainbow to react with later for 0 Energy.)[Action] (Play on your turn or in showdowns.)Kill any number of units at a battlefield with total Might 4 or less.,Epic,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7ad9d6a46a1c54080d54950a0044da3a82e32b45-744x1039.png
Riftbound,Origins,OGN-257/298,Blind Monk,,,Calm,Legend,Lee Sin,"1 Energy, Exhaust: Buff a friendly unit. (If it doesn't have a buff, it gets a +1 Might buff.)",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ffe064e002d3b9a366748eb85102a769b2545835-744x1039.png
Riftbound,Origins,OGN-258/298,Dragon's Rage,4,,Calm,Signature Spell,Lee Sin,Move an enemy unit. Then choose another enemy unit at its destination. They deal damage equal to their Mights to each other.,Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7f4cbd4fb340cc13b3fbe0ec0db706464d9b29f4-744x1039.png
Riftbound,Origins,OGN-259/298,Unforgiven,,,Calm,Legend,Yasuo,"2 Energy, Exhaust: Move a friendly unit to or from its base.",Rare,TSWCK逍,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/33e3d5596de0f560087d40414d62b8245d1dbb0d-744x1039.png
Riftbound,Origins,OGN-260/298,Last Breath,3,,Calm,Signature Spell,Yasuo,[Action] (Play on your turn or in showdowns.)Ready a friendly unit. It deals damage equal to its Might to an enemy unit at a battlefield.,Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e7e6dc840210124825f787095541a66ae5cea178-744x1039.png
Riftbound,Origins,OGN-261/298,Radiant Dawn,,,Calm,Legend,Leona,"When you stun one or more enemy units, buff a friendly unit. (If it doesn't have a buff, it gets a +1 Might buff.)",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/822b8bc7987a47498550708b18ef166b121fd620-744x1039.png
Riftbound,Origins,OGN-262/298,Zenith Blade,3,,Calm,Signature Spell,Leona,[Action] (Play on your turn or in showdowns.)Stun an enemy unit at a battlefield. You may move a friendly unit to that enemy unit's battlefield._ (A stunned unit doesn't deal combat damage this turn.)_,Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a572f0bc3ed1bd47c5759d36f5b951b15338e57e-744x1039.png
Riftbound,Origins,OGN-263/298,Swift Scout,,,Mind,Legend,Teemo,"You may pay 1 Energy to hide a card with [Hidden] instead of Rune Rainbow.1 Energy, Exhaust: Put a Teemo unit you own into your hand from your Champion Zone or the board.",Rare,Shawn Lee,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9723181e3392bb61c2aabc804a44f7b0558cedf1-744x1039.png
Riftbound,Origins,OGN-264/298,Guerilla Warfare,2,,Mind,Signature Spell,Teemo,Return up to two cards with [Hidden] from your trash to your hand. You can hide cards ignoring costs this turn.,Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3a1f70e49f1fdbac907a3395f517e96717e8afea-744x1039.png
Riftbound,Origins,OGN-265/298,Herald of the Arcane,,,Mind,Legend,Viktor,"1 Energy, Exhaust: Play a 1 Might Recruit unit token.",Rare,Fortiche Production,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/913236dabf1e4f71650bbba46870fff8163e2eff-744x1039.png
Riftbound,Origins,OGN-266/298,Siphon Power,2,,Mind,Signature Spell,Viktor,"[Reaction] (Play any time, even before spells and abilities resolve.)Choose a battlefield. Give friendly units there +1 Might this turn and enemy units there -1 Might this turn, to a minimum of 1 Might.",Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b449170ba312711c82708d1fea2b044822ce5eaa-744x1039.png
Riftbound,Origins,OGN-267/298,Bounty Hunter,,,Body,Legend,Miss Fortune,Exhaust: Give a unit [Ganking] this turn. (It can move from battlefield to battlefield.),Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e0635cebc3dd8ee5355dbbc090ca27ebeacebad7-744x1039.png
Riftbound,Origins,OGN-268/298,Bullet Time,1,,Body,Signature Spell,Miss Fortune,[Action] (Play on your turn or in showdowns.)Pay any amount of Rune Rainbow to deal that much damage to all enemy units at a battlefield.,Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/96ed7f6b121a7f46003534393350838efe2776f0-744x1039.png
Riftbound,Origins,OGN-269/298,The Boss,,,Body,Legend,Sett,"When a buffed unit you control would die, you may pay Rune Rainbow and exhaust me to spend its buff and recall it exhausted instead. (Send it to base. This isn't a move.)When you conquer, ready me.",Rare,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b132becb843b2cf418cb110ead64758f49f51554-744x1039.png
Riftbound,Origins,OGN-270/298,Showstopper,1,,Body,Signature Spell,Sett,"Buff a friendly unit in your base, then move it to a battlefield. (If it doesn't have a buff, it gets a +1 Might buff.)",Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c9b6f7a7cca1589fb53276f74ac8bc547b31e5ec-744x1039.png
Riftbound,Origins,OGN-271/298,Recruit (DE),,1,Colorless,Token Unit,Recruit,,Common,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7c3362dc6e6e6fb724ef31b061a44d2976f5b01f-744x1039.png
Riftbound,Origins,OGN-272/298,Recruit (NX),,1,Colorless,Token Unit,Recruit,,Common,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c168ca334739090a060710dfc440982c3462ac8c-744x1039.png
Riftbound,Origins,OGN-273/298,Recruit (ZN),,1,Colorless,Token Unit,Recruit,,Common,Fortiche Production,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d93ec9a524a2989b9d7ef23c6fc02e8ce39959c2-744x1039.png
Riftbound,Origins,OGN-274/298,Sprite,,3,Colorless,Token Unit,Fae,"[Temporary] (Kill me at the start of your Beginning Phase, before scoring.)",Common,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/055892752559d2d3d32e76f491a7a0b540e1a669-744x1039.png
Riftbound,Origins,OGN-275/298,Altar to Unity,,,Colorless,Battlefield,,"When you hold here, play a 1 Might Recruit unit token in your base.",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2392529560dc9af72596c6fc65b4c0356bbc44d1-1038x744.png
Riftbound,Origins,OGN-276/298,Aspirant's Climb,,,Colorless,Battlefield,,Increase the points needed to win the game by 1.,Uncommon,Polar Engine Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9301593f3800e68427469d38181b578a672473c3-1038x744.png
Riftbound,Origins,OGN-277/298,Back-Alley Bar,,,Colorless,Battlefield,,"When a unit moves from here, give it +1 Might this turn.",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3e9f659a32e390b45bc87a01bdd6af4a8a3565f7-1038x744.png
Riftbound,Origins,OGN-278/298,Bandle Tree,,,Colorless,Battlefield,,You may hide an additional card here.,Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/538f93a34006c4afaddb890cbc75b4db222f1783-1038x744.png
Riftbound,Origins,OGN-279/298,Fortified Position,,,Colorless,Battlefield,,"When you defend here, choose a unit. It gains [Shield 2] this combat. (+2 Might while it's a defender.)",Uncommon,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/45363bbd907f4f3717868cb04b3cfed814b3bb32-1038x744.png
Riftbound,Origins,OGN-280/298,Grove of the God-Willow,,,Colorless,Battlefield,,"When you hold here, draw 1.",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1574863000ab23d69cbd388a32b1a09f29f78d5f-1038x744.png
Riftbound,Origins,OGN-281/298,Hallowed Tomb,,,Colorless,Battlefield,,"When you hold here, you may return your Chosen Champion from your trash to your Champion Zone if it is empty.",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2f29ea42fb3e1c8ce05d2e82f2a2fe0d45851953-1038x744.png
Riftbound,Origins,OGN-282/298,Monastery of Hirana,,,Colorless,Battlefield,,"When you conquer here, you may spend a buff to draw 1.",Uncommon,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8767d9ed30e2873d3fa1045f973be229da56175d-1038x744.png
Riftbound,Origins,OGN-283/298,Navori Fighting Pit,,,Colorless,Battlefield,,"When you hold here, buff a unit here. (If it doesn't have a buff, it gets a +1 Might buff.)",Uncommon,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c03ed3ddf8b764963e4b0745e86a12a5ebcef2a3-1038x744.png
Riftbound,Origins,OGN-284/298,Obelisk of Power,,,Colorless,Battlefield,,"At the start of each player's first Beginning Phase, that player channels 1 rune.",Uncommon,Chris Kintner,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/649437d1dec8abcaae4fbbef64f06b8b679a8c2f-1038x744.png
Riftbound,Origins,OGN-285/298,Reaver's Row,,,Colorless,Battlefield,,"When you defend here, you may move a friendly unit here to base.",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/364af10bac81e6ffb8658b0dc0db551608d207ce-1038x744.png
Riftbound,Origins,OGN-286/298,Reckoner's Arena,,,Colorless,Battlefield,,"When you hold here, activate the conquer effects of units here.",Uncommon,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6b7d867487efcbefa8c3d67043a839497ec50388-1038x744.png
Riftbound,Origins,OGN-287/298,Sigil of the Storm,,,Colorless,Battlefield,,"When you conquer here, recycle one of your runes.",Uncommon,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9b795e7a2af421aabc01dc6f35c0b5d547fe3c0e-1038x744.png
Riftbound,Origins,OGN-288/298,Startipped Peak,,,Colorless,Battlefield,,"When you hold here, you may channel 1 rune exhausted.",Uncommon,Polar Engine Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/05adde1d8ab40e2a2f832a89ac5c9174ee78796f-1038x744.png
Riftbound,Origins,OGN-289/298,Targon's Peak,,,Colorless,Battlefield,,"When you conquer here, ready 2 runes at the end of this turn.",Uncommon,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6ff1b34ad231645910f670496e1662de0b545a44-1038x744.png
Riftbound,Origins,OGN-290/298,The Arena's Greatest,,,Colorless,Battlefield,,"At the start of each player's first Beginning Phase, that player gains 1 point.",Uncommon,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2afd8bdfdd42b1595af0746a6c6b92879ac770d6-1038x744.png
Riftbound,Origins,OGN-291/298,The Candlelit Sanctum,,,Colorless,Battlefield,,"When you conquer here, look at the top two cards of your Main Deck. You may recycle one or both of them. Put those you don't back in any order.",Uncommon,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f14fe78f2b7f3909eadb07bce24bd582e190653d-1038x744.png
Riftbound,Origins,OGN-292/298,The Dreaming Tree,,,Colorless,Battlefield,,"The first time you choose a friendly unit with a spell here each turn, draw 1.",Uncommon,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/82a30070a1461db889539b4b4b3c678990e19b6c-1038x744.png
Riftbound,Origins,OGN-293/298,The Grand Plaza,,,Colorless,Battlefield,,"When you hold here, if you have 7+ units here, you win the game.",Uncommon,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f9ca8d04cb269ad99bca7e6dae874cad1bec336a-1038x744.png
Riftbound,Origins,OGN-294/298,Trifarian War Camp,,,Colorless,Battlefield,,Units here have +1 Might. (This includes attackers.),Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3788cf718e716e35a7fa20ec1dc56991644e6484-1038x744.png
Riftbound,Origins,OGN-295/298,Vilemaw's Lair,,,Colorless,Battlefield,,Units can't move from here to base.,Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f374b90a0bec11a5f423e7d4ebd869ab1a146471-1038x744.png
Riftbound,Origins,OGN-296/298,Void Gate,,,Colorless,Battlefield,,Spells and abilities affecting units here each deal 1 Bonus Damage. (Each instance of damage the spell deals is increased by 1.),Uncommon,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/14a52a367fd41fd84745e050e62d1f281f733467-1038x744.png
Riftbound,Origins,OGN-297/298,Windswept Hillock,,,Colorless,Battlefield,,Units here have [Ganking]. (They can move from battlefield to battlefield.),Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/aba557a4053fd76c6aa95b2b907ec682bad70d9f-1038x744.png
Riftbound,Origins,OGN-298/298,Zaun Warrens,,,Colorless,Battlefield,,"When you conquer here, discard 1, then draw 1.",Uncommon,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/458ee40086c77b43b98c2decbaf33a4aa2359bb9-1038x744.png
Riftbound,Origins,OGN-299*/298,Daughter of the Void,,,Fury,Legend,Kai'Sa,Exhaust: [Reaction] — [Add] Rune Rainbow. Use only to play spells. (Abilities that add resources can't be reacted to.),Showcase,Jason Chan,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ae8e68af43400f61f7391c0a6ee339fd718a7540-1488x2078.png
Riftbound,Origins,OGN-299/298,Daughter of the Void,,,Fury,Legend,Kai'Sa,Exhaust: [Reaction] — [Add] Rune Rainbow. Use only to play spells. (Abilities that add resources can't be reacted to.),Showcase,Jason Chan,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/57e13462b8fea9a5cfa1b424d3ad3005f37b00ad-1488x2078.png
